GMID,Market,PRODUCT_FAMILY,DOSAGE_STRENGTH,MATERIAL_TYPE,LSD_STATUS,MCO_SEGMENTATION,STRATEGY_SEGMENTATION,SMART_SEGMENTATION
140039,UN,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
160035,DB,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160069,DB,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
700009,IT,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
130013,TW,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
700010,GB,7,84 MG,FG,No,Top MCO,Platinum,Secure
700010,HU,7,84 MG,FG,No,Major MCO,Auto Piloted,Secure
160007,GB,16,500 MG/25 ML,FG,Global,Top MCO,Platinum,Supply Growth
170019,GR,17,35 MG,FG,No,Major MCO,Auto Piloted,Secure
150002,FI,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
600010,US,6,"2,9 MG/5 ML",FG,No,Top MCO,Platinum,Secure
100019,HK,1,3 KIU,FG,No,Regular MCO,Gold,Secure
150002,ES,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
160055,SP,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160057,DB,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170093,SC,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
160039,KW,16,100 MG/5 ML,FG,Global,Regular MCO,Platinum,Supply Growth
160071,PL,16,1400 MG/10 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
600002,HK,6,"2,9 MG/5 ML",FG,Global,Regular MCO,Platinum,Secure
700010,IE,7,84 MG,FG,No,Top MCO,Platinum,Secure
110016,BE,11,50 MG,FG,No,Top MCO,Platinum,Secure
160039,EX,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
130006,AT,13,20 MG/5 ML,FG,Global,Top MCO,Platinum,Secure
700010,LB,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
600055,EX,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
110015,QA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
140082,0,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
150151,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
700012,CZ,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
100046,EX,1,1 KIU,FG,No,Regular MCO,Auto Piloted,Secure
700010,LT,7,84 MG,FG,No,Regular MCO,Platinum,Secure
800048,M6,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
700010,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
170058,US,17,35 MG/7 ML,FG,No,Top MCO,Platinum,Secure
700010,SA,7,84 MG,FG,Global,Regular MCO,Platinum,Secure
150120,GB,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
700011,DE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
110013,LU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
130014,FI,13,4 MG/1 ML,FG,Global,Top MCO,Platinum,Secure
160012,FR,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
130028,DE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
150180,BR,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
700011,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700028,JP,7,100 MG,FG,Global,Top MCO,Platinum,Secure
800043,MD,8,400 IU,FG,No,Regular MCO,Gold,Secure
140047,ES,14,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
800043,TN,8,400 IU,FG,No,Regular MCO,Gold,Secure
400009,PR,4,6 KIU,FG,No,Top MCO,Platinum,Secure
700011,IT,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
100014,DE,1,250 IU,FG,No,Top MCO,Gold,Secure
170080,EE,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
150044,GB,15,"100 MG/0,67 ML",FG,No,Top MCO,Platinum,Supply Growth
160035,EX,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
400020,HK,4,500 IU,FG,No,Regular MCO,Gold,Secure
140036,NO,14,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
150256,BE,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
700011,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
150112,IL,15,300 MG/2 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
700011,PA,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
110057,HR,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160003,DB,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160052,TR,16,100 MG/5 ML,FG,Global,Regular MCO,Platinum,Supply Growth
700018,IT,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700012,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700019,IT,7,84 MG,FG,No,Top MCO,Platinum,Secure
300018,EX,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
300013,DE,3,10 MG,FG,No,Top MCO,Gold,Secure
700012,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
150047,CN,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110040,KW,11,50 MG,FG,Global,Regular MCO,Platinum,Secure
600048,IE,6,100 IU/1 ML,FG,No,Top MCO,Auto Piloted,Secure
150154,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
170068,M6,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
110003,PA,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
170035,GB,17,5 MG,FG,Global,Top MCO,Platinum,Secure
170035,DE,17,5 MG,FG,No,Top MCO,Gold,Secure
800060,FR,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
700013,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
150066,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
400031,EX,4,1.5 KIU,FG,No,Regular MCO,Auto Piloted,Secure
150125,BE,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
120038,GR,12,100 MG/10 ML,FG,Global,Major MCO,Platinum,Supply Growth
200016,TW,2,1 KIU,FG,No,Regular MCO,Auto Piloted,Supply Growth
800074,SI,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
700013,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700014,DE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
140010,TH,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
150238,PR,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
700014,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
600019,DE,6,100 IU/1 ML,FG,No,Top MCO,Gold,Secure
100006,CO,1,250 IU,FG,No,Regular MCO,Auto Piloted,Secure
160015,FR,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
700014,NL,7,84 MG,FG,Global,Top MCO,Platinum,Secure
700015,DE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
800035,AU,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
700047,IT,7,84 MG,FG,No,Top MCO,Platinum,Secure
160072,AE,16,MEDICAL SUPPLIES,FG,No,Regular MCO,Gold,Supply Growth
700015,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
200013,NA,2,250 IU,FG,No,Regular MCO,Auto Piloted,Supply Growth
150011,DK,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
130007,MX,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
150254,US,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
700015,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700016,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700016,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
400022,EX,4,500 IU,FG,No,Regular MCO,Auto Piloted,Secure
700017,DE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700017,EE,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
200018,JP,2,500 IU,SF,No,Top MCO,Auto Piloted,Supply Growth
600011,FR,6,"2,9 MG/5 ML",FG,No,Top MCO,Auto Piloted,Secure
700023,NA,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
150103,CH,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
130044,US,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
700017,HU,7,84 MG,FG,No,Major MCO,Auto Piloted,Secure
110058,RU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
140083,CC,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
900003,NL,9,6 MG/3 ML,FG,No,Top MCO,Auto Piloted,Secure
800019,M6,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800045,EG,8,400 IU,FG,No,Major MCO,Auto Piloted,Secure
800021,TN,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170009,AT,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
110019,IL,11,50 MG,FG,No,Major MCO,Auto Piloted,Secure
160006,FR,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150002,RU,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
140008,FR,14,"150 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
700017,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
800036,IL,8,400 IU,FG,No,Major MCO,Auto Piloted,Secure
700029,UA,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
170054,M6,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
700052,DE,7,84 MG,FG,No,Top MCO,Gold,Secure
700017,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700018,DE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700018,EE,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
140025,EX,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
110061,PA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150257,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
800021,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
150118,IE,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
170019,SP,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
160009,DB,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170001,MY,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
700018,HU,7,84 MG,FG,No,Major MCO,Auto Piloted,Secure
160006,DB,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
700018,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
150144,PL,15,"200 MG/1,14 ML",FG,Global,Major MCO,Platinum,Supply Growth
800021,MK,8,400 IU,FG,No,Regular MCO,Gold,Secure
900001,TW,9,6 MG/3 ML,FG,Local,Regular MCO,Gold,Secure
200018,NL,2,500 IU,SF,No,Top MCO,Auto Piloted,Supply Growth
150146,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
700018,LB,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
700018,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
140083,0,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
170049,IN,17,5 MG,FG,No,Regular MCO,Auto Piloted,Secure
700020,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
140054,EX,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
400006,GB,4,3 KIU,FG,No,Top MCO,Auto Piloted,Secure
700020,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
170090,LV,17,35 MG,FG,Global,Regular MCO,Platinum,Secure
900003,TH,9,6 MG/3 ML,FG,No,Regular MCO,Auto Piloted,Secure
800079,CC,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
160058,DB,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110031,IL,11,50 MG/10 ML,FG,No,Major MCO,Auto Piloted,Secure
150161,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
800020,CA,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
160025,EX,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
130003,QA,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
800040,SA,8,400 IU,FG,No,Regular MCO,Gold,Secure
700021,DE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
170066,PA,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
800044,SP,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
700021,EE,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
700021,HU,7,84 MG,FG,No,Major MCO,Auto Piloted,Secure
200018,M6,2,500 IU,SF,No,Regular MCO,Auto Piloted,Supply Growth
170048,IN,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
170009,PH,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
170079,UN,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
150223,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
700021,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700021,LB,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
170090,DO,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
700021,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
300019,EX,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
800028,GB,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
140015,DB,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
800039,TN,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110016,CO,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
700006,BE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
150030,CH,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
700022,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
140065,BM,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
110040,CA,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
120041,EE,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110030,JO,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150138,EX,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
110032,JP,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
700022,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
800040,HR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800046,BO,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160053,FR,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
700023,AE,7,84 MG,FG,No,Regular MCO,Gold,Secure
800001,CZ,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170019,MA,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800030,QA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150126,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
110044,CA,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110037,UY,11,50 MG/ML,FG,Global,Regular MCO,Platinum,Secure
110003,CL,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
110031,CA,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
160041,AR,16,100 MG/5 ML,FG,Global,Regular MCO,Platinum,Supply Growth
150220,NA,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170020,PL,17,35 MG,FG,No,Major MCO,Auto Piloted,Secure
140032,TH,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
700024,CO,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
700023,EE,7,84 MG,FG,Global,Regular MCO,Platinum,Secure
140043,0,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
800040,SE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
600014,MY,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
400011,GB,4,1 KIU,FG,No,Top MCO,Auto Piloted,Secure
130032,US,13,4 MG/1 ML,FG,Global,Top MCO,Platinum,Secure
800077,FI,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
200014,NL,2,250 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
800027,AT,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
300009,EX,3,11 MG,FG,No,Regular MCO,Auto Piloted,Secure
110028,CO,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170106,NL,17,5 MG/1 ML,FG,No,Top MCO,Auto Piloted,Secure
110028,CZ,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
700023,HU,7,84 MG,FG,No,Major MCO,Gold,Secure
800025,IL,8,400 IU,FG,No,Major MCO,Auto Piloted,Secure
800040,PE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170039,UN,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
700023,IE,7,84 MG,FG,Global,Top MCO,Platinum,Secure
700023,LT,7,84 MG,FG,No,Regular MCO,Platinum,Secure
100033,DE,1,2 KIU,FG,No,Top MCO,Gold,Secure
800081,UY,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800082,IL,8,400 IU,FG,No,Major MCO,Auto Piloted,Secure
800083,EC,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800032,JP,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
160075,FR,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150210,CL,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800046,VE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150064,IR,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
700050,IT,7,84 MG,FG,No,Top MCO,Platinum,Secure
110013,IN,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170059,M6,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800004,M6,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150048,DB,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
800040,AR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
600031,CI,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
700023,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
800023,SI,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110064,BM,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
110027,SG,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
140048,EX,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
700027,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
140004,FI,14,"150 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
600031,BY,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
700029,DE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
110034,TH,11,50 MG,FG,Global,Regular MCO,Platinum,Secure
150182,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
110038,GT,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170093,GB,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
600015,TW,6,"2,9 MG/5 ML",FG,Global,Regular MCO,Platinum,Secure
700029,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700029,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
170094,SI,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800074,CH,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
160003,NA,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800039,AU,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
700031,DE,7,84 MG,FG,No,Top MCO,Platinum,Secure
150126,DB,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
700010,CZ,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
300015,ZA,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
150006,EX,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
150212,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
150056,NE,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
700040,HU,7,84 MG,FG,No,Major MCO,Auto Piloted,Secure
700044,AE,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
700049,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
140045,DB,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
700049,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700050,IE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
700050,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
110037,HR,11,50 MG/ML,FG,No,Regular MCO,Auto Piloted,Secure
800036,PL,8,400 IU,FG,No,Major MCO,Auto Piloted,Secure
150105,EX,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
110037,PY,11,50 MG/ML,FG,Global,Regular MCO,Platinum,Secure
800001,BR,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
110016,UA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160014,CN,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
140018,DB,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
600039,LB,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800001,DE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
170011,UA,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
120002,UZ,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800001,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800021,JP,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
600001,M6,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
170021,RU,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
700002,NO,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
800001,LB,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110026,UA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150016,SG,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800010,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110010,CN,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
170021,JP,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
140012,DB,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
800027,CZ,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110015,AE,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110020,US,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150137,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800074,CA,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800053,UN,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800081,SK,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800004,TH,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110018,PK,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170056,NL,17,35 MG/7 ML,FG,No,Top MCO,Auto Piloted,Secure
800001,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800001,PA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170065,M6,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800081,AE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110022,RU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110024,AE,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150223,DB,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
800029,KR,8,400 IU,FG,No,Major MCO,Auto Piloted,Secure
600038,JO,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
170064,M6,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
800030,AT,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800002,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
400027,EX,4,1 KIU,FG,No,Regular MCO,Auto Piloted,Secure
800002,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
160002,TR,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
600031,PK,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800002,PA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800038,AT,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
300002,IL,3,10 MG,FG,No,Major MCO,Auto Piloted,Secure
110010,OM,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
600033,M6,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
800002,PE,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
600019,UA,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
150214,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
800004,CO,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
170014,OM,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
130013,HU,13,20 MG/5 ML,FG,No,Major MCO,Auto Piloted,Secure
800002,LT,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170093,IN,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
600014,NL,6,"2,9 MG/5 ML",FG,No,Top MCO,Auto Piloted,Secure
800032,UA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800005,GB,8,400 IU,FG,No,Top MCO,Platinum,Secure
800005,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110058,SG,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800044,PS,8,400 IU,FG,No,Regular MCO,Gold,Secure
170009,IQ,17,35 MG,FG,No,Regular MCO,Gold,Secure
160040,IQ,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110054,AL,11,50 MG,FG,No,Regular MCO,Gold,Secure
140070,JP,14,"150 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
800007,DE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
